,Mes,REGION_DE_ORIGEN,SUBPARTIDA,CIIU Rev. 4 A.C (2021),Descripción Arancelaria,PESO_NETO_KGS,VALOR_FOB_USD,División,Grupo,Clase,Descripción
5850,2022-12-01,ATLANTICO,2106907300,1089.0,"Complementos alimenticios, que contengan exclusivamente mezclas de vitaminas y minerales",3863.85,107465.33,,,1089.0,Elaboración de otros productos alimenticios n.c.p.
5851,2022-12-01,ATLANTICO,2106907400,1089.0,"Complementos alimenticios, que contengan exclusivamente mezclas vitaminas",102.0,4611.6,,,1089.0,Elaboración de otros productos alimenticios n.c.p.
5852,2022-12-01,ATLANTICO,2106907900,1089.0,Los demás complementos alimenticios,4994.389999999999,63123.920000000006,,,1089.0,Elaboración de otros productos alimenticios n.c.p.
5853,2022-12-01,ATLANTICO,2106909000,1089.0,Las demás preparaciones alimenticias no expresadas ni comprendidas en otra parte,40.0,21.32,,,1089.0,Elaboración de otros productos alimenticios n.c.p.
5854,2022-12-01,ATLANTICO,2201100000,1104.0,"Agua mineral y agua gaseada, sin adición de azúcar u otro edulcorante ni aromatizada",4000.0,1435.0,,,1104.0,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas"
5855,2022-12-01,ATLANTICO,2202100000,1104.0,"Agua, incluidas el agua mineral y la gaseada, con adición de azúcar u otro edulcorante o aromatizada",384913.8,170710.38,,,1104.0,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas"
5856,2022-12-01,ATLANTICO,2202990000,1104.0,Las demás bebidas no alcohólicas excepto los jugos de la partida 20.09,73806.48999999999,67162.81,,,1104.0,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas"
5857,2022-12-01,ATLANTICO,2203000000,1103.0,Cerveza de malta,37840.84,61524.22,,,1103.0,"Producción de malta, elaboración de cervezas y otras bebidas malteadas"
5858,2022-12-01,ATLANTICO,2207100000,2011.0,Alcohol etílico sin desnaturalizar con grado alcohólico volumétrico superior o igual al 80% vol,30080.0,41315.45,,,2011.0,Fabricación de sustancias y productos químicos básicos
5859,2022-12-01,ATLANTICO,2309109000,1090.0,"Los demás alimentos para perros o gatos, acondicionados para la venta al por menor",9962.01,77972.58,,109.0,1090.0,Elaboración de alimentos preparados para animales
5860,2022-12-01,ATLANTICO,2309902000,1090.0,Premezclas para la alimentación de los animales,64600.0,59975.369999999995,,109.0,1090.0,Elaboración de alimentos preparados para animales
5861,2022-12-01,ATLANTICO,2309909000,1090.0,Las demás preparaciones del tipo de las utilizadas para la alimentación de los animales,32600.0,16139.26,,109.0,1090.0,Elaboración de alimentos preparados para animales
5862,2022-12-01,ATLANTICO,2403910000,1200.0,"Tabaco ""homogeneizado"" o ""reconstituido""",75.0,400.0,,120.0,1200.0,Elaboración de productos de tabaco
5863,2022-12-01,ATLANTICO,2503000000,2011.0,"Azufre de cualquier clase, excepto sublimado, el precipitado y el coloidal",76000.0,58317.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
5864,2022-12-01,ATLANTICO,2505100000,812.0,"Arenas naturales silíceas y arenas cuarzosas, incluso coloreadas",4000.0,1280.0,,,812.0,"Extracción de arcillas de uso industrial, caliza, caolín y bentonitas"
5865,2022-12-01,ATLANTICO,2508400000,812.0,Las demás arcillas (con exclusión de las arcillas dilatadas de la partida 68.06),6000.0,10600.26,,,812.0,"Extracción de arcillas de uso industrial, caliza, caolín y bentonitas"
5866,2022-12-01,ATLANTICO,2517410000,811.0,"Gránulos, tasquiles (fragmentos) y polvo de mármol, incluso tratados térmicamente",360000.0,62030.0,,,811.0,"Extracción de piedra, arena, arcillas comunes, yeso y anhidrita"
5867,2022-12-01,ATLANTICO,2520200000,2394.0,"Yesos fraguable ( consistente en yeso natural calcinado o en sulfato de calcio), incluso coloreado o con pequeñas cantidades de aceleradores o retardadores",313000.0,41202.0,,,2394.0,"Fabricación de cemento, cal y yeso"
5868,2022-12-01,ATLANTICO,2523210000,2394.0,"Cemento blanco, incluso coloreado artificialmente",748030.0,182486.3,,,2394.0,"Fabricación de cemento, cal y yeso"
5869,2022-12-01,ATLANTICO,2530900000,891.0,Las demás materias minerales no expresadas ni comprendidas en otras partidas,28000.0,24304.0,,,891.0,Extracción de minerales para la fabricación de abonos y productos químicos
5870,2022-12-01,ATLANTICO,2701120010,510.0,Hullas térmicas,2000000.0,400000.0,,51.0,510.0,Extracción de hulla (carbón de piedra)
5871,2022-12-01,ATLANTICO,2707910000,2011.0,Aceites de creosota,3372.24,7365.6,,,2011.0,Fabricación de sustancias y productos químicos básicos
5872,2022-12-01,ATLANTICO,2710121300,1921.0,"Gasolinas sin tetraetilo de plomo, para motores de vehículos automóviles, excepto desechos de aceites y que contengan biodiesel",44707.68,75226.4,,,1921.0,Fabricación de productos de la refinación del petróleo
5873,2022-12-01,ATLANTICO,2710191500,1921.0,"Carburorreactores tipo queroseno para reactores y turbinas, excepto que contengan biodiesel y desechos de aceites",2647130.12,3103893.28,,,1921.0,Fabricación de productos de la refinación del petróleo
5874,2022-12-01,ATLANTICO,2710193400,1921.0,Grasas lubricantes excepto las que contengan biodiesel y los desechos de aceites,1120.0,1708.7,,,1921.0,Fabricación de productos de la refinación del petróleo
5875,2022-12-01,ATLANTICO,2710193600,1921.0,Aceites para transmisiones hidráulicas excepto las que contengan biodiesel y los desechos de aceites,8960.0,26217.6,,,1921.0,Fabricación de productos de la refinación del petróleo
5876,2022-12-01,ATLANTICO,2710193800,1921.0,Otros aceites lubricantes excepto desechos de aceites y que contengan biodiesel,41652.0,120931.97,,,1921.0,Fabricación de productos de la refinación del petróleo
5877,2022-12-01,ATLANTICO,2804400000,2011.0,Oxigeno,18000.0,2880.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
5878,2022-12-01,ATLANTICO,2807001000,2011.0,Ácido sulfúrico,327600.0,150000.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
5879,2022-12-01,ATLANTICO,2808001000,2012.0,Acido nítrico,20000.0,14069.6,,,2012.0,Fabricación de abonos y compuestos inorgánicos nitrogenados
5880,2022-12-01,ATLANTICO,2811210000,2011.0,Dióxido de carbono,77180.0,50696.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
5881,2022-12-01,ATLANTICO,2814100000,2012.0,Amoniaco anhidro,57670.0,119030.88,,,2012.0,Fabricación de abonos y compuestos inorgánicos nitrogenados
5882,2022-12-01,ATLANTICO,2815120000,2011.0,Hidróxido de sodio (sosa caustica) en disolución acuosa (lejía de sosa caustica),239910.0,143125.09,,,2011.0,Fabricación de sustancias y productos químicos básicos
5883,2022-12-01,ATLANTICO,2820100000,2011.0,Dióxido de manganeso,150000.0,364147.5,,,2011.0,Fabricación de sustancias y productos químicos básicos
5884,2022-12-01,ATLANTICO,2823001000,2011.0,Dióxido de titanio (oxido titánico o anhídrido titánico),25.0,333.5,,,2011.0,Fabricación de sustancias y productos químicos básicos
5885,2022-12-01,ATLANTICO,2827491000,2011.0,Oxicloruros e hidroxicloruros de aluminio,114700.0,76981.4,,,2011.0,Fabricación de sustancias y productos químicos básicos
5886,2022-12-01,ATLANTICO,2832100090,2011.0,Los demás sulfitos de sodio,19012.0,20912.24,,,2011.0,Fabricación de sustancias y productos químicos básicos
5887,2022-12-01,ATLANTICO,2833210000,2011.0,Sulfatos de magnesio,69940.0,22126.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
5888,2022-12-01,ATLANTICO,2833220000,2011.0,Sulfatos de aluminio,428000.0,181249.5,,,2011.0,Fabricación de sustancias y productos químicos básicos
5889,2022-12-01,ATLANTICO,2833291000,2011.0,Sulfatos de hierro,99880.0,37695.4,,,2011.0,Fabricación de sustancias y productos químicos básicos
5890,2022-12-01,ATLANTICO,2835250000,2011.0,"Hidrogenoortofosfato de calcio (""fosfato dicalcico"")",120000.0,105600.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
5891,2022-12-01,ATLANTICO,2836500000,2011.0,Carbonato de calcio,30000.0,2925.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
5892,2022-12-01,ATLANTICO,2902200000,2011.0,Benceno,1381157.0,1103102.47,,,2011.0,Fabricación de sustancias y productos químicos básicos
5893,2022-12-01,ATLANTICO,2902300000,2011.0,Tolueno,619530.0,724639.47,,,2011.0,Fabricación de sustancias y productos químicos básicos
5894,2022-12-01,ATLANTICO,2909430000,2011.0,Éteres monobutílicos del etilenglicol o del dietilenglicol,29830.0,73529.58,,,2011.0,Fabricación de sustancias y productos químicos básicos
5895,2022-12-01,ATLANTICO,2909494000,2011.0,Éter metílico del propilenglicol,63100.0,137237.22,,,2011.0,Fabricación de sustancias y productos químicos básicos
5896,2022-12-01,ATLANTICO,2915701000,2011.0,"Ácido palmítico, sus sales y sus ésteres",371400.0,328644.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
5897,2022-12-01,ATLANTICO,2916390000,2011.0,"Los demás ácidos monocarboxilicos aromáticos, sus anhídridos, sales, ésteres y derivados",466.4,12950.21,,,2011.0,Fabricación de sustancias y productos químicos básicos
5898,2022-12-01,ATLANTICO,2918999900,2011.0,"Los demás ácidos carboxílicos con funciones oxigenadas suplementarias y sus anhídridos, halogenuros, peróxidos y peroxiácidos; sus derivados halogenados, sulfonados, nitrados o nitrosados",254.97999999999996,16574.8,,,2011.0,Fabricación de sustancias y productos químicos básicos
5899,2022-12-01,ATLANTICO,2920909000,2011.0,"Los demás ésteres de los ácidos inorgánicos (con exclusión de los ésteres de halogenuros de hidrógeno) y sus sales. sus derivados halogenados, sulfonados, nitrados o nitrosados",44.37,1912.58,,,2011.0,Fabricación de sustancias y productos químicos básicos
5900,2022-12-01,ATLANTICO,2922199000,2011.0,"Los demás amino-alcoholes, sus éteres y sus ésteres excepto los que contengan funciones oxigenadas diferentes; sales de estos productos",243.0,3118.29,,,2011.0,Fabricación de sustancias y productos químicos básicos
5901,2022-12-01,ATLANTICO,2923200000,2100.0,Lecitinas y otros fosfoaminolipidos,63.0,365.4,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5902,2022-12-01,ATLANTICO,2924299000,2100.0,Las demás amidas cíclicas (incluidos los carbamatos) y sus derivados; sales de estos productos,27.0,1880.71,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5903,2022-12-01,ATLANTICO,2925299000,2011.0,Las demás iminas y sus derivados; sales de estos productos,139.5,2972.49,,,2011.0,Fabricación de sustancias y productos químicos básicos
5904,2022-12-01,ATLANTICO,2930202000,2011.0,"Butilato (ISO), tiobencarb, vernolato",3520.0,14212.65,,,2011.0,Fabricación de sustancias y productos químicos básicos
5905,2022-12-01,ATLANTICO,2930909900,2011.0,Los demás tiocompuestos orgánicos,1000.0,37340.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
5906,2022-12-01,ATLANTICO,2932190000,2011.0,"Los demás compuestos cuya estructura contenga un ciclo furano (incluso hidrogenado), sin condensar",42.6,1101.12,,,2011.0,Fabricación de sustancias y productos químicos básicos
5907,2022-12-01,ATLANTICO,2932209900,2100.0,Las demás lactonas,49.64,3367.85,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5908,2022-12-01,ATLANTICO,2933290000,2011.0,"Los demás compuestos con un ciclo imidazol (incluso hidrogenado), sin condensar",152.1,1556.65,,,2011.0,Fabricación de sustancias y productos químicos básicos
5909,2022-12-01,ATLANTICO,2933339000,2011.0,Las demás sales de los productos de la subpartida 293333,72.58,7559.68,,,2011.0,Fabricación de sustancias y productos químicos básicos
5910,2022-12-01,ATLANTICO,2933399000,2011.0,"Las demás compuestos cuya estructura contenga un ciclo piridina (incluso hidrogenado), sin condensar",74.2,4929.53,,,2011.0,Fabricación de sustancias y productos químicos básicos
5911,2022-12-01,ATLANTICO,2933520000,2100.0,Malonilurea (ácido barbitúrico) y sus sales,37.5,2462.09,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5912,2022-12-01,ATLANTICO,2933599000,2100.0,Los demás compuestos cuya estructura contenga un ciclo pirimidina (incluso hidrogenado) o piperazina,175.9,10363.27,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5913,2022-12-01,ATLANTICO,2933915000,2011.0,"Camazepam (DCI), clordiazepóxido (DCI), clonazepam (DCI), clorazepato, delorazepam (DCI), estazolam (DCI), fludiazepam (DCI) y flunitrazepam (DCI)",143.25,6609.1,,,2011.0,Fabricación de sustancias y productos químicos básicos
5914,2022-12-01,ATLANTICO,2933992000,2011.0,Albendazol (DCI),748.51,12231.06,,,2011.0,Fabricación de sustancias y productos químicos básicos
5915,2022-12-01,ATLANTICO,2933999000,2011.0,Los demás compuestos heterocíclicos con heteroátomo(s) de nitrógeno exclusivamente,33.75,2352.36,,,2011.0,Fabricación de sustancias y productos químicos básicos
5916,2022-12-01,ATLANTICO,2937212000,2100.0,Prednisolona (dehidrohidrocortisona),43.7,2460.38,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5917,2022-12-01,ATLANTICO,2939800000,2100.0,"Los demás alcaloides naturales o reproducidos por síntesis, sus sales, éteres, esteres y demás derivados",71.39,4864.4,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5918,2022-12-01,ATLANTICO,2941109000,2100.0,Las demás penicilinas y sus derivados con la estructura del ácido penicilánico; sales de estos productos,59.25,6128.59,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5919,2022-12-01,ATLANTICO,3002122900,2100.0,Los demás fracciones de la sangre,1.0,60.0,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5920,2022-12-01,ATLANTICO,3003420000,2100.0,Los demás medicamentos que contengan seudoefedrina (DCI) o sus sales,177.0,33856.68,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5921,2022-12-01,ATLANTICO,3003901000,2100.0,"Los demás medicamentos (con exclusión de los productos de las partidas 30.02-30.05 o 30.06), para uso humano, constituidos por productos mezclados entre si preparados para usos terapéuticos o profilácticos, sin dosificar ni acondicionar para la venta al por menor",6569.65,37848.57,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5922,2022-12-01,ATLANTICO,3004101000,2100.0,"Medicamentos que contengan penicilinas o derivados de estos productos con la estructura del ácido penicilanico, o estreptomicinas o derivados de estos productos, para uso humano",74.8,6326.34,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5923,2022-12-01,ATLANTICO,3004201900,2100.0,"Los demás medicamentos que contengan otros antibióticos, para uso humano",6009.04,257864.58000000002,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5924,2022-12-01,ATLANTICO,3004321900,2100.0,"Los demás medicamentos que contengan hormonas corticosteroides, sus derivados y análogos estructurales para uso humano, para uso humano",1512.47,94219.5,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5925,2022-12-01,ATLANTICO,3004421000,2100.0,Los demás medicamentos que contengan seudoefedrina o sus sales para uso humano,3909.64,93338.99,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5926,2022-12-01,ATLANTICO,3004491000,2100.0,Los demás medicamentos que contengan alcaloides o sus derivados para uso humano,391.22,34021.02,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5927,2022-12-01,ATLANTICO,3004501000,2100.0,"Los demás medicamentos para uso humano, que contengan vitaminas u otros productos de la partida 29.36, acondicionados para la venta al por menor",16508.95,1117291.8800000001,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5928,2022-12-01,ATLANTICO,3004902900,2100.0,Los demás medicamentos para uso humano,67977.94,1648757.6,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5929,2022-12-01,ATLANTICO,3006600000,2100.0,Preparaciones químicas anticonceptivas a base de hormonas o de espermicidas,1086.08,60009.78999999999,,210.0,2100.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
5930,2022-12-01,ATLANTICO,3101009000,2012.0,"Los demás abonos de origen animal o vegetal, incluso mezclados entre sí o tratados químicamente; abonos procedentes de la mezcla o del tratamiento químico de productos de origen animal o vegetal",11535.0,27235.49,,,2012.0,Fabricación de abonos y compuestos inorgánicos nitrogenados
5931,2022-12-01,ATLANTICO,3104209000,2012.0,Los demás cloruros de potasio,19000.0,13490.0,,,2012.0,Fabricación de abonos y compuestos inorgánicos nitrogenados
5932,2022-12-01,ATLANTICO,3105200000,2012.0,"Abonos minerales o químicos con los tres elementos fertilizantes: nitrógeno, fósforo y potasio",200000.0,182300.0,,,2012.0,Fabricación de abonos y compuestos inorgánicos nitrogenados
5933,2022-12-01,ATLANTICO,3206190000,2011.0,Los demás pigmentos y preparaciones a base de dióxido de titanio,857.0,38399.51,,,2011.0,Fabricación de sustancias y productos químicos básicos
5934,2022-12-01,ATLANTICO,3206499000,2011.0,Las demás materias colorantes y las demás preparaciones,133.0,3925.93,,,2011.0,Fabricación de sustancias y productos químicos básicos
5935,2022-12-01,ATLANTICO,3208100000,2022.0,Pinturas y barnices a base de poliésteres,1.0,90.0,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
5936,2022-12-01,ATLANTICO,3208200000,2022.0,Pinturas y barnices a base de polímeros acrílicos o vinílicos,2814.2,2513.37,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
5937,2022-12-01,ATLANTICO,3208900000,2022.0,"Los demás productos, pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio no acuoso",86775.0,336613.35,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
5938,2022-12-01,ATLANTICO,3209100000,2022.0,Pinturas y barnices a base de polímeros acrílicos y vinílicos,200.0,992.0,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
5939,2022-12-01,ATLANTICO,3209900090,2022.0,"Las demás pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio acuoso",2385.0,5143.0,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
5940,2022-12-01,ATLANTICO,3210001000,2022.0,Pinturas marinas anticorrosivas y antiincrustantes,59.27,1600.0,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
5941,2022-12-01,ATLANTICO,3214101000,2022.0,"Masilla, cementos de resina y demás mastiques",159401.92,49770.0,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
5942,2022-12-01,ATLANTICO,3214900000,2022.0,"Los demás cementos de resina, masilla y otros mastiques; plastes (enduidos) no refractarios del tipo de los utilizados en albañilería",33000.0,8616.0,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
5943,2022-12-01,ATLANTICO,3301199000,2029.0,Los demás aceites esenciales de agrios (cítricos),1200.0,6192.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
5944,2022-12-01,ATLANTICO,3301299000,2029.0,"Los demás aceites esenciales, excepto los agrios",1240.32,23133.6,,,2029.0,Fabricación de otros productos químicos n.c.p.
5945,2022-12-01,ATLANTICO,3301909000,2029.0,Los demás aceites esenciales (desterpenados o no),40.0,112.04,,,2029.0,Fabricación de otros productos químicos n.c.p.
5946,2022-12-01,ATLANTICO,3302101000,2029.0,"Mezclas de sustancias odoríferas, del tipo de las utilizadas en las industrias alimenticias o de bebidas, cuyo grado alcohólico volumétrico sea superior al 0,5% vol",1042.5,2330.08,,,2029.0,Fabricación de otros productos químicos n.c.p.
5947,2022-12-01,ATLANTICO,3302900000,2029.0,"Las demás mezclas de sustancias odoríferas y mezclas (incluidas las disoluciones alcohólicas) a base de una o varias de estas sustancias, del tipo de las utilizadas como materias básicas para la industria",2342.0,16706.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
5948,2022-12-01,ATLANTICO,3303000000,2023.0,Perfumes y aguas de tocador,661.86,8063.2,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5949,2022-12-01,ATLANTICO,3304100000,2023.0,Preparaciones para el maquillaje de los labios,0.5,8.0,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5950,2022-12-01,ATLANTICO,3304200000,2023.0,"Preparaciones para el maquillaje de los ojos, excepto los medicamentos",5.1,10.0,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5951,2022-12-01,ATLANTICO,3304300000,2023.0,"Preparaciones para manicuras o pedicuros, excepto los medicamentos",271.0,443.2,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5952,2022-12-01,ATLANTICO,3304990000,2023.0,"Las demás preparaciones de belleza, de maquillaje y para el cuidado de la piel, excepto los medicamentos, incluidas las preparaciones antisolares y bronceadoras",34.7,277.22,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5953,2022-12-01,ATLANTICO,3305100000,2023.0,Champues para el cabello,44.2,180.74,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5954,2022-12-01,ATLANTICO,3305200000,2023.0,Preparaciones para la ondulación o des rizado permanentes,20.0,130.02,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5955,2022-12-01,ATLANTICO,3305900000,2023.0,Las demás preparaciones capilares,5333.42,75042.15999999999,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5956,2022-12-01,ATLANTICO,3306100000,2023.0,"Dentífricos (crema dental), acondicionados para su venta al por menor al usuario",15.08,40.0,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5957,2022-12-01,ATLANTICO,3307200000,2023.0,Desodorantes corporales y antitranspirantes,25.0,47.68,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5958,2022-12-01,ATLANTICO,3307490000,2023.0,"Las demás preparaciones para perfumar o desodorantes de locales, incluidas las preparaciones odoríferas para ceremonias religiosas",16868.26,142263.05,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5959,2022-12-01,ATLANTICO,3401110000,2023.0,"Jabones, productos y preparaciones orgánicos tensoactivos de tocador (incluso los medicinales), en barras, panes o trozos, o en piezas troqueladas o moldeada",751.6800000000001,2326.66,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5960,2022-12-01,ATLANTICO,3401200000,2023.0,Jabón en otras formas,200010.0,324434.41,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5961,2022-12-01,ATLANTICO,3401300000,2023.0,"Productos y preparaciones orgánicos tensoactivos para el lavado de la piel , líquidos o en crema, acondicionados para la venta al por menor, aunque contengan jabón",6164.879999999999,21131.36,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5962,2022-12-01,ATLANTICO,3402429000,2023.0,"Los demás agentes de superficie orgánicos no iónicos, incluso acondicionados para la venta al por menor",19980.0,45659.0,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5963,2022-12-01,ATLANTICO,3402500000,2023.0,Preparaciones tensoactivas para lavar acondicionadas para la venta al por menor,129424.82,180088.23,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5964,2022-12-01,ATLANTICO,3402909900,2023.0,"Las demás preparaciones tensoactivas, preparaciones para lavar y preparaciones de limpieza aunque contengan jabón excepto los de la partida 3401",1237685.88,825833.93,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5965,2022-12-01,ATLANTICO,3404909000,2023.0,Las demás ceras artificiales y ceras preparadas,15.0,50.0,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
5966,2022-12-01,ATLANTICO,3503001000,2029.0,"Gelatinas y sus derivados (aunque se presenten en hojas cuadradas o rectangulares, incluso trabajadas en la superficie o coloreadas)",283316.0,2384980.49,,,2029.0,Fabricación de otros productos químicos n.c.p.
5967,2022-12-01,ATLANTICO,3506100000,2029.0,"Productos de cualquier clase utilizados como colas o adhesivos acondicionados para la venta al por menor como tales, de un peso neto inferior o igual a 1 kg",47.89,4080.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
5968,2022-12-01,ATLANTICO,3506910000,2029.0,Adhesivos a base de caucho o de materias plásticas (incluidas las resinas artificiales),22454.0,92495.38,,,2029.0,Fabricación de otros productos químicos n.c.p.
5969,2022-12-01,ATLANTICO,3506990000,2029.0,"Las demás colas y adhesivos preparados, no expresados ni comprendidos en otras partidas",4420.219999999999,30933.86,,,2029.0,Fabricación de otros productos químicos n.c.p.
5970,2022-12-01,ATLANTICO,3507100000,2011.0,Cuajo,1504.8,172778.4,,,2011.0,Fabricación de sustancias y productos químicos básicos
5971,2022-12-01,ATLANTICO,3507904000,2011.0,Las demás enzimas y sus concentrados,400.0,2560.5,,,2011.0,Fabricación de sustancias y productos químicos básicos
5972,2022-12-01,ATLANTICO,3507909000,2011.0,Las demás preparaciones enzimáticas no expresadas ni comprendidas en otras partidas,1460.0,16499.58,,,2011.0,Fabricación de sustancias y productos químicos básicos
5973,2022-12-01,ATLANTICO,3603400000,2029.0,Cápsulas fulminantes,183.68,39.01,,,2029.0,Fabricación de otros productos químicos n.c.p.
5974,2022-12-01,ATLANTICO,3701309000,2029.0,"Las demás placas y películas planas en las que un lado, por lo menos, exceda de 255 mm",697.8100000000001,22870.4,,,2029.0,Fabricación de otros productos químicos n.c.p.
5975,2022-12-01,ATLANTICO,3802100000,2029.0,Carbones activados,49200.0,63410.6,,,2029.0,Fabricación de otros productos químicos n.c.p.
5976,2022-12-01,ATLANTICO,3808610000,2021.0,Productos mencionados en la nota 2 de subpartida de este capítulo acondicionados en envases con un contenido en peso neto inferior o igual a 300 g,13410.0,357858.03,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
5977,2022-12-01,ATLANTICO,3808620000,2021.0,"Productos mencionados en la nota 2 de subpartida de este capítulo acondicionados en envases con un contenido en peso neto superior a 300 pero inferior o igual a 7,5 kg",26636.16,399769.72,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
5978,2022-12-01,ATLANTICO,3808911400,2021.0,"Insecticidas presentados en formas o en envases para la venta al por menor o en artículos que contengan permetrina o cipermetrina o demás sustitutos sintéticos del piretro (piretrides), excepto las mencionadas en la nota 2 de subpartida de este capítulo",43177.6,1320645.1,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
